nome_prodotto,quantita,categoria,inizio_promozione,fine_promozione
TONNO NATURALE CAPRI,168G,CONSERVE,2026-06-02,2026-06-15
TONNO ORIGINALE GOCCIA D'OLIO NOSTROMO,650G,CONSERVE,2026-06-02,2026-06-15
TRANCETTI DI TONNO CAPRI,300G,CONSERVE,2026-06-02,2026-06-15
TRANCETTI DI TONNO IN OLIO,80GX8,CONSERVE,2026-06-02,2026-06-15
VELLUTATA PRONTA,500ML,CONSERVE,2025-02-25,2025-03-10
VERDURE AGRODOLCE,320G,CONSERVE,2025-08-12,2025-08-25
VERDURE IN AGRODOLCE,520G,CONSERVE,2025-04-08,2025-04-21
VERDURE PEPERIZIA PONTI,N/D,CONSERVE,2025-10-21,2025-11-03
VERDURE SACLÀ,N/D,CONSERVE,2026-04-21,2026-05-04
VERDURE SOTT'OLIO,100G,CONSERVE,2025-11-18,2025-12-01
VERDURE SOTTOLI POLLI,950G,CONSERVE,2024-12-03,2024-12-16
VERDURE ZERO OLIO PONTI,N/D,CONSERVE,2024-02-13,2024-02-26
VONGOLE DELICIUS,130G,CONSERVE,2026-06-02,2026-06-15
ZAFFERANO IN POLVERE,4BUSTE,CONSERVE,2025-01-28,2025-02-10
ZUPPA DELLA FATTORIA,600G,CONSERVE,2023-12-05,2023-12-18
ZUPPA DI CECI,360G,CONSERVE,2024-01-30,2024-02-12
ZUPPA DI FARRO,600G,CONSERVE,2026-02-24,2026-03-09
ZUPPA DI LEGUMI CON FARRO,400G,CONSERVE,2026-02-10,2026-02-23
ZUPPA DI PESCE APPETAIS,500G,CONSERVE,2025-10-07,2025-10-20
ZUPPA FANTASIA DI LEGUMI,360G,CONSERVE,2024-01-02,2024-01-15
ZUPPA PRONTA KNORR,N/D,CONSERVE,2025-03-11,2025-03-24
ZUPPA VEGETARIANA CON FARRO E LEGUMI MARA,400G,CONSERVE,2025-01-28,2025-02-10
ZUPPALATTE,N/D,CONSERVE,2025-05-06,2025-05-19
ZUPPALATTE COLUSSI,250G,CONSERVE,2025-08-12,2025-08-25
ZUPPE DIVERSI TIPI,350G,CONSERVE,2025-11-04,2025-11-17
ZUPPE KOME TE,350G,CONSERVE,2026-05-05,2026-05-18
8 MERENDE PAN DI STELLE,280G,DOLCI,2025-11-18,2025-12-01
ADDOBO CON PRALINE WITOR'S ASSORTITE,56G,DOLCI,2023-12-05,2023-12-18
AGNELLO CLASSICO,750G,DOLCI,2026-03-10,2026-03-23
AGNELLO CLASSICO CON CANDITI,750G,DOLCI,2024-03-12,2024-03-18
ALVEARI BURRO SALATO E MIELE MULINO BIANCO,300G,DOLCI,2026-02-10,2026-02-23
AMARETTI MORBIDI,330G,DOLCI,2025-06-17,2025-06-30
ARACHIDI M&M'S,90G,DOLCI,2026-05-19,2026-06-01
ARACHIDI NIC NAC'S LORENZ,125G,DOLCI,2025-07-01,2025-07-14
ARACHIDI SNACK FRIENDS CAMEO,300G,DOLCI,2025-06-17,2025-06-30
BABI MUFFIN CLASSICO,200G,DOLCI,2025-04-22,2025-05-05
BACI PERUGINA,150G,DOLCI,2026-01-27,2026-02-09
BACI PERUGINA CLASSICO,150G,DOLCI,2025-02-11,2025-02-24
BAIOCCI MULINO BIANCO,250G,DOLCI,2025-09-09,2025-09-22
BARATTOLLINO SAMMONTANA GUSTI ASSORTITI,500G,DOLCI,2024-08-13,2024-08-26
BARATTOLO CARAMELLE HARIBO,570G,DOLCI,2025-02-11,2025-02-24
BARDETTE 20+PRO,14G,DOLCI,2025-05-06,2025-05-19
BARRELLA PROTEICA BURRO D'ARACHIDI MANDORLE E CIOCCOLATO,60G,DOLCI,2024-04-23,2024-05-06
BARRETTA CIOCCOLATO NOVI,N/D,DOLCI,2024-09-24,2024-10-07
BARRETTA POPPING CANDY,100G,DOLCI,2025-11-04,2025-11-17
BARRETTA PROTEICA,60G,DOLCI,2025-09-23,2025-10-06
BARRETTA PROTEICA BURRO D'ARACHIDI MANDORLE,60G,DOLCI,2024-01-16,2024-01-29
BARRETTA PROTEICA NUTREND,60G,DOLCI,2024-09-10,2024-09-23
BARRETTE 20+ PRO,N/D,DOLCI,2025-09-23,2025-10-06
BARRETTE CIOCCOLATO NOVIPIÙ NOVI,35G,DOLCI,2026-01-27,2026-02-09
BARRETTE DI CEREALI,N/D,DOLCI,2025-09-23,2025-10-06
BARRETTE MAXI CHOCO,N/D,DOLCI,2025-09-09,2025-09-22
BARRETTE NUTREND DIVERSE,55G,DOLCI,2026-04-21,2026-05-04
BEFANA VOLANTE,150G,DOLCI,2025-12-16,2025-12-31
BI-SNACK BIRAGHINO CON TARALLI BIRAGHI,N/D,DOLCI,2025-01-03,2025-01-13
BIO BISCOTTO FROLLINO INTEGRALE,250G,DOLCI,2025-06-17,2025-06-30
BISCOFETTE DELLA SALUTE,350G,DOLCI,2024-10-08,2024-10-21
BISCOFETTE SALUTE SENZA OLIO DI PALMA,350G,DOLCI,2025-09-09,2025-09-22
BISCOTTI 6 CEREALI NIPOL,1.33KG,DOLCI,2024-11-19,2024-12-02
BISCOTTI AI 6 CEREALI NIPIOL,1.32KG,DOLCI,2024-08-27,2024-09-09
BISCOTTI ARMONIA MULINO BIANCO,270G,DOLCI,2025-07-29,2025-08-11
BISCOTTI AVENA CON FRUTTI ROSSI,220G,DOLCI,2026-06-02,2026-06-15
BISCOTTI BALOCCO,350G,DOLCI,2026-05-19,2026-06-01
BISCOTTI BALOCCO ZUPPOLE,1KG,DOLCI,2023-12-19,2023-12-31
BISCOTTI BISCOTTATE GENRE-NON,250G,DOLCI,2026-01-27,2026-02-09
BISCOTTI BOCCIA,172G,DOLCI,2025-07-29,2025-08-11
BISCOTTI CABRIONI,650G,DOLCI,2026-06-02,2026-06-15
BISCOTTI CEREALI,250G,DOLCI,2024-01-02,2024-01-15
BISCOTTI CEREALI NIPHOL,380G,DOLCI,2025-02-11,2025-02-24
BISCOTTI CEREALNATURA,250G,DOLCI,2025-01-28,2025-02-10
BISCOTTI CIAMBELLINE,650G,DOLCI,2025-09-23,2025-10-06
BISCOTTI CLASSICO,N/D,DOLCI,2025-03-25,2025-04-07
BISCOTTI COLUSI ZUPPALETTE,250G,DOLCI,2026-03-10,2026-03-23
BISCOTTI COLUSSI,600G,DOLCI,2025-12-16,2025-12-31
BISCOTTI COLUSSI CIOCCOLATO IN PEZZI,500G,DOLCI,2024-03-12,2024-03-18
BISCOTTI COLUSSI UOVA E LATTE INTEGRALI CON CIOCCOLATO,600G,DOLCI,2025-10-21,2025-11-03
BISCOTTI COLUSSI UVA E LATTE FRESCHI INTEGRALI CON CIOCCOLATO,600G,DOLCI,2025-02-11,2025-02-24
BISCOTTI COLUSSI ZUPPALATTE,250G,DOLCI,2025-03-11,2025-03-24
BISCOTTI CON CEREALI CEREALNATURA,250G,DOLCI,2026-01-02,2026-01-12
BISCOTTI CON MUESLI,250G,DOLCI,2024-04-02,2024-04-15
BISCOTTI CUOR DI CEREALE,220G,DOLCI,2024-08-13,2024-08-26
BISCOTTI DEL LACAGLIACO PANARELLO,250G,DOLCI,2025-10-07,2025-10-20
BISCOTTI DUO CIOCCOLATE,145G,DOLCI,2024-09-24,2024-10-07
BISCOTTI E CEREALI NIPOL,360G,DOLCI,2026-01-13,2026-01-26
BISCOTTI FIBRETTRA MISURA,290G,DOLCI,2025-07-01,2025-07-14
BISCOTTI FIBREXTRA CLASSICI MISURA,330G,DOLCI,2025-06-17,2025-06-30
BISCOTTI GOOD MORNING,600G,DOLCI,2025-09-23,2025-10-06
BISCOTTI GRAN CEREALE,500G,DOLCI,2026-05-19,2026-06-01
BISCOTTI GRAN DISPENSA,600G,DOLCI,2024-10-22,2024-11-04
BISCOTTI GRAN DISPENSA COLUSSI,500G,DOLCI,2026-03-24,2026-04-06
BISCOTTI GRISSON SON CEREALI,250G,DOLCI,2024-11-19,2024-12-02
BISCOTTI INTEGRALI FIBREXTRA MISURA,250G,DOLCI,2026-04-21,2026-05-04
BISCOTTI INTEGRALI MISURA,225G,DOLCI,2024-05-21,2024-06-03
BISCOTTI LAGACCIO,500G,DOLCI,2026-04-21,2026-05-04
BISCOTTI MUESLI,250G,DOLCI,2025-03-11,2025-03-24
BISCOTTI MULINO BIANCO,350G,DOLCI,2026-05-19,2026-06-01
BISCOTTI MULINO BIANCO ABBRACCI,350G,DOLCI,2026-01-02,2026-01-12
BISCOTTI MULINO BIANCO ABBRACCI PANE DI STELLE,350G,DOLCI,2024-07-16,2024-07-29
BISCOTTI MULINO BIANCO GALLETTI TALAGGI,N/D,DOLCI,2025-04-22,2025-05-05
BISCOTTI MULINO BIANCO MACINE,350G,DOLCI,2024-01-16,2024-01-29
BISCOTTI MUSELLI DIGESTIVE,250G,DOLCI,2024-01-30,2024-02-12
BISCOTTI PROTEICHE GRISSIN BON,250G,DOLCI,2025-09-23,2025-10-06
BISCOTTI RISOFROLLE BALOCCO,350G,DOLCI,2026-04-21,2026-05-04
BISCOTTI SAFARI,250G,DOLCI,2024-02-13,2024-02-26
BISCOTTI SAFARI CON CEREALI,250G,DOLCI,2025-02-11,2025-02-24
BISCOTTI SARACENE BALOCCO,1KG,DOLCI,2025-10-21,2025-11-03
BISCOTTI TORRONE,200G,DOLCI,2026-02-24,2026-03-09
BISCOTTI ZERO PIU BALOGO,230G,DOLCI,2024-02-27,2024-03-11
BISCOTTI ZERO PIÙ BALOCCO,200G,DOLCI,2024-09-10,2024-09-23
BISCOTTI ZEROPU BALOCCO,210G,DOLCI,2025-01-28,2025-02-10
BISCOTTI ZEROPÙ BALOCCO,230G,DOLCI,2026-04-07,2026-04-20
BISCOTTI ZUPPALATTE,250G,DOLCI,2025-09-23,2025-10-06
BISCOTTI ZUPPALATTE COLUSSI,1KG,DOLCI,2026-01-27,2026-02-09
BISCOTTO CACCAO LATTE,125G,DOLCI,2025-11-04,2025-11-17
BISCOTTO FROLLINO BIO,220G,DOLCI,2024-06-04,2024-06-17
BISCOTTO PLASMON,240G,DOLCI,2024-04-16,2024-04-22
BISCOTTO SALUTE MONTE,200G,DOLCI,2026-02-24,2026-03-09
BISCOTTO SALUTE MONVISO,200G,DOLCI,2026-05-05,2026-05-18
BISCOTTONE GELATO,480G,DOLCI,2026-05-19,2026-06-01
BLACK LIQUIRICE FINI,180G,DOLCI,2025-08-26,2025-09-08
BOERI,150G,DOLCI,2024-12-03,2024-12-16
BOERI ROCKET ROVELLI,200G,DOLCI,2024-11-05,2024-11-18
BOERI ROVELLI,150G,DOLCI,2023-12-05,2023-12-18
BRAN-STICKS,375G,DOLCI,2025-01-28,2025-02-10
BRAN-STICKS CRUSCA,375G,DOLCI,2026-01-13,2026-01-26
BREAKS NOCCIOLA LOACKER,76G,DOLCI,2025-08-26,2025-09-08
BUDINO,100GX2,DOLCI,2026-02-10,2026-02-23
BUDINO CACAO VANIGLIA CREMA CARAMEL,100GX2,DOLCI,2026-06-02,2026-06-15
BUDINO CIOCCOLATO,60GX6,DOLCI,2024-07-16,2024-07-29
BUDINO CIOCCOLATO E VANIGLIA,60X2,DOLCI,2025-07-15,2025-07-28
BUDINO CIOCCOLATO VANIGLIA,60GX6,DOLCI,2024-01-30,2024-02-12
BUDINO CIOCCOLATO/VANIGLIA,60GX2,DOLCI,2026-04-07,2026-04-20
"BUDINO HIGH PROTEIN ALPLI CACAO, VANIGLIA",200G,DOLCI,2026-02-24,2026-03-09
BUDINO HIGH PROTEIN ALPLI PRO,200G,DOLCI,2025-09-23,2025-10-06
BUGIE,100G,DOLCI,2025-02-11,2025-02-24
BUGIE FARCITE,200G,DOLCI,2026-01-27,2026-02-09
BUGIE RIPIENE,100G,DOLCI,2026-01-13,2026-01-26
BUONA PASQUA CON LINDT,N/D,DOLCI,2026-03-24,2026-04-06
CACAO MAGRO AMARO BIO SUN S.MARTINO,75G,DOLCI,2026-02-10,2026-02-23
CAKE,150G,DOLCI,2025-01-28,2025-02-10
CAKE NATUR,550G,DOLCI,2026-06-02,2026-06-15
CAKE NATURE MARBLE,550G,DOLCI,2026-01-13,2026-01-26
CALZA DELLA BEFANA ZAINI,168G,DOLCI,2023-12-19,2023-12-31
CALZA DOLFIN,190G,DOLCI,2025-12-16,2025-12-31
CALZA EMMECI,170G,DOLCI,2025-12-16,2025-12-31
CALZA VENERE,170G,DOLCI,2024-12-17,2024-12-31
CANESTRELLI,125G,DOLCI,2026-06-02,2026-06-15
CARAMELLE,150G,DOLCI,2026-05-19,2026-06-01
CARAMELLE AMBROLIGI,135G,DOLCI,2025-11-18,2025-12-01
CARAMELLE ASSORTITE HARRY POTTER HARIBO,90G,DOLCI,2026-04-21,2026-05-04
CARAMELLE BOOOM VAMPIRE FINI,80G,DOLCI,2025-10-21,2025-11-03
CARAMELLE DUFONE,150G,DOLCI,2024-08-27,2024-09-09
CARAMELLE FINI,N/D,DOLCI,2025-09-09,2025-09-22
CARAMELLE FINI DIVERSI TIPI,100G,DOLCI,2025-07-15,2025-07-28
CARAMELLE FINI JELLY BERRIES,150G,DOLCI,2024-06-18,2024-07-01
CARAMELLE FRUIT-TELLA,N/D,DOLCI,2026-02-24,2026-03-09
CARAMELLE FUN MIX FINI,325G,DOLCI,2024-04-02,2024-04-15
CARAMELLE GOLIA CLASSICA,160G,DOLCI,2025-10-07,2025-10-20
CARAMELLE HAPPY PARTY XL FINI,500G,DOLCI,2025-06-03,2025-06-16
CARAMELLE HARIBO,300G,DOLCI,2026-02-10,2026-02-23
CARAMELLE LIQUIGORE FINI,180G,DOLCI,2024-07-16,2024-07-29
CARAMELLE RIPIENE GUSTI ASSORTITI,N/D,DOLCI,2025-06-17,2025-06-30
CARAMELLE ROVELLI,175G,DOLCI,2026-06-02,2026-06-15
CARAMELLE SUGAR FREE,50G,DOLCI,2025-04-22,2025-05-05
CARBONE DOLCE,100G,DOLCI,2024-12-17,2024-12-31
CARBONE DOLCE WALCOR,100G,DOLCI,2023-12-19,2023-12-31
CASETTA DI NATALE SANTA CLAUS VILLAGE,510G,DOLCI,2023-12-05,2023-12-18
CEREALI CHOCO-CRUMPIES,375G,DOLCI,2025-03-11,2025-03-24
CEREALI FITNESS,450G,DOLCI,2024-04-23,2024-05-06
CEREALI FITNESS NESTLÉ,450G,DOLCI,2024-09-10,2024-09-23
CEREALI ORIGINAL,N/D,DOLCI,2025-09-09,2025-09-22
CESTO DAHLIA,N/D,DOLCI,2025-04-08,2025-04-21
CESTO PRESENT,N/D,DOLCI,2025-12-02,2025-12-15
CHIACCHIERE DECORATE CON CACAO,250G,DOLCI,2025-02-11,2025-02-24
CHIACCHIERE DECORAZIONE CIOCCOLATO,250G,DOLCI,2024-01-30,2024-02-12
"CHIACCHIERE, BUGIE",250G,DOLCI,2025-02-11,2025-02-24
CHIPS GRIGLIATE,180G,DOLCI,2026-03-24,2026-04-06
CHOCOLATE THINGS HAMLET GUSTI ASSORTITI,100G,DOLCI,2025-11-04,2025-11-17
CHUPA CHUPS,120G,DOLCI,2025-10-21,2025-11-03
CHURROS,500G,DOLCI,2026-01-13,2026-01-26
CIAMBELLA,400G,DOLCI,2025-08-12,2025-08-25
CIAMBELLA LIMONE VARIEGATA,400G,DOLCI,2024-10-08,2024-10-21
CIAMBELLA YOGURT LIMONE,400G,DOLCI,2025-01-14,2025-01-27
CIAMBELLA ZUCCHERATA,600G,DOLCI,2026-06-02,2026-06-15
"CIAMBELLINE CLASSICHE, CIOCCOLATO, INTEGRALI",650G,DOLCI,2024-12-03,2024-12-16
CIOBAR CAKEE,75G,DOLCI,2025-01-14,2025-01-27
CIOBAR CLASSICO,75G,DOLCI,2026-01-27,2026-02-09
CIOBAR GUSTO CLASSICO,75G,DOLCI,2025-10-21,2025-11-03
CIOCCO PIÙ WITOR'S,120G,DOLCI,2024-02-13,2024-02-26
CIOCCOLATI NOVI,100G,DOLCI,2026-02-10,2026-02-23
CIOCCOLATINI AL LATTE HAPPY CHRISTMAS,80G,DOLCI,2025-12-02,2025-12-15
CIOCCOLATINI ASSORTITI PIACERI INFINITI,200G,DOLCI,2024-12-03,2024-12-16
CIOCCOLATINI GOLD RABBIT,150G,DOLCI,2026-03-10,2026-03-23
CIOCCOLATINI MERRY CHRISTMAS ROVELLI,190G,DOLCI,2023-12-05,2023-12-18
CIOCCOLATINI RIPIENI DI GELATO,72G,DOLCI,2024-06-04,2024-06-17
CIOCCOLATINI ZAINI,N/D,DOLCI,2025-12-16,2025-12-31
CIOCCOLATO,100G,DOLCI,2025-01-28,2025-02-10
CIOCCOLATO AL LATTE,500G,DOLCI,2026-01-13,2026-01-26
CIOCCOLATO DIVERSI TIPI,N/D,DOLCI,2025-04-22,2025-05-05
CIOCCOLATO FONDENTE CON CARAMELLO,40G,DOLCI,2025-11-04,2025-11-17
CIOCCOLATO GUSTI ASSORTITI,70G,DOLCI,2025-11-04,2025-11-17
CIOCCOLATO LA SUISSA,100G,DOLCI,2025-11-04,2025-11-17
CIOCCOLATO LA SUISSA LATTE E CARAMELLO FONDENTE CON PISTACCHIO,100G,DOLCI,2024-11-05,2024-11-18
CIOCCOLATO LATTE FONDENTE,200G,DOLCI,2025-03-25,2025-04-07
CIOCCOLATO NOVI,75G,DOLCI,2026-04-07,2026-04-20
CIOCCOLATO NOVITA,N/D,DOLCI,2026-04-21,2026-05-04
CIOCCOLATO OVALTINE,100G,DOLCI,2025-11-04,2025-11-17
CIOCCOLATO RIPIENO SNACK CIOCCOLARENE,200G,DOLCI,2025-11-04,2025-11-17
CIOCCOLATO SUPREME,100G,DOLCI,2024-11-19,2024-12-02
CIOCCOLATTO NOVIPÓI,30G,DOLCI,2025-01-14,2025-01-27
CIOCO LATTE,200G,DOLCI,2024-08-27,2024-09-09
CIOCO LATTE WITOR'S,200G,DOLCI,2024-01-16,2024-01-29
CLOUDS MARSHMALLOW,150G,DOLCI,2025-08-12,2025-08-25
COLOMBA,900G,DOLCI,2024-03-19,2024-04-01
COLOMBA BALOCCO,750G,DOLCI,2025-04-08,2025-04-21
COLOMBA BALOCCO MAXI,750G,DOLCI,2024-03-19,2024-04-01
COLOMBA CIOCCOLATO CREMA PASTICCERA,750G,DOLCI,2024-03-19,2024-04-01
COLOMBA CLASSICA MINI BALOCCO,90G,DOLCI,2026-03-10,2026-03-23
COLOMBA FIOR DI FRUTTI,750G,DOLCI,2025-04-08,2025-04-21
COLOMBA TRADIZIONALE ANGELERI,750G,DOLCI,2025-04-08,2025-04-21
CON FRUTTA GUSTI ASSORTITI,100G,DOLCI,2025-07-15,2025-07-28
CONFETTI DI FRUTTA ASSORTITA MENZ & GASSER,250G,DOLCI,2026-01-02,2026-01-12
CONFETTI ITALIANA,150G,DOLCI,2024-05-21,2024-06-03
CONFETTURA,400G,DOLCI,2026-06-02,2026-06-15
CONFETTURA EXTRA MISTA,240G,DOLCI,2025-10-21,2025-11-03
CONFETTURA SANTA ROSA,300G,DOLCI,2026-05-19,2026-06-01
CONFETTURA VIRTÙ DI FRUTTA BIO OROGEL,240G,DOLCI,2025-06-17,2025-06-30
CONFETTURE DIFFERENZIATE ASSORTITE,25GX8,DOLCI,2026-04-21,2026-05-04
CONFETTURE EXTRA,240G,DOLCI,2024-01-02,2024-01-15
CONFETTURE ZERO ZUCCHERI SANTA ROSA,300G,DOLCI,2024-05-07,2024-05-20
CONFEZIONE CIOCCOLATINI COLLECTION WITOR'S,150G,DOLCI,2023-12-05,2023-12-18
CONFEZIONE DALLIA,N/D,DOLCI,2026-03-24,2026-04-06
CONFEZIONE DOLCE VITA VANOIR,205G,DOLCI,2024-12-03,2024-12-16
CONFEZIONE DOLCI MOMENTI VANOIR,200G,DOLCI,2024-11-05,2024-11-18
CONFEZIONE HERRY CHRISTMAS,116G,DOLCI,2024-12-03,2024-12-16
CONFEZIONE MAGICO ALBERO DI COSTA,150G,DOLCI,2024-12-03,2024-12-16
CONFEZIONE MISTO FANTASIE LA SUISSA,700G,DOLCI,2024-12-17,2024-12-31
CONFEZIONE OPALE,N/D,DOLCI,2024-12-03,2024-12-16
CONFEZIONE PRALINE ASSORTITE LA SUISSA,750G,DOLCI,2023-12-05,2023-12-18
CONFEZIONE REGALO TULIPANO,N/D,DOLCI,2024-03-19,2024-04-01
CONFEZIONE ROVELLI,150G,DOLCI,2025-12-02,2025-12-15
CONFEZIONE SELEZIONE SPECIALITÀ NOVI,180G,DOLCI,2024-12-03,2024-12-16
CONFEZIONE SOSPIRI LA SUISSA,140G,DOLCI,2025-12-02,2025-12-15
CONI GELATO DEL GAGNO,6PZ,DOLCI,2024-04-02,2024-04-15
CONIGLIO CIOCCOLATO ZAINI,60G,DOLCI,2024-03-19,2024-04-01
CONO GELATO,420GX6,DOLCI,2024-06-04,2024-06-17
CONO PANNA MACABEA PANNA E CACAO,420G,DOLCI,2026-04-21,2026-05-04
COPPA DEL NONNO MOTTA,390G,DOLCI,2024-07-16,2024-07-29
COPPA PANNA VARIEGATA,65G,DOLCI,2024-08-13,2024-08-26
CORNETTI DI MAIS,70G,DOLCI,2025-01-14,2025-01-27
CORNFLAKES,375G,DOLCI,2026-06-02,2026-06-15
CRACKER CLASSIC,100G,DOLCI,2025-06-03,2025-06-16
CRACKER FIORI D'ACQUA MULINO BIANCO,250G,DOLCI,2026-01-02,2026-01-12
CRACKER WASA SESAME & SEA SALT,200G,DOLCI,2025-05-06,2025-05-19
CRACKERS COLUSSI SALATI,500G,DOLCI,2026-03-24,2026-04-06
CRACKERS MISURA,N/D,DOLCI,2026-04-21,2026-05-04
CRACKERS MISURA INTEGRALI,385G,DOLCI,2026-01-27,2026-02-09
CREM VERT,950G,DOLCI,2026-01-13,2026-01-26
CREMA AL PISTACCHIO,190G,DOLCI,2024-03-19,2024-04-01
CREMA AL PISTACCHIO GUSTIBUS,100G,DOLCI,2024-12-17,2024-12-31
CREMA FIOR DI NOCCIOLA,400G,DOLCI,2025-09-23,2025-10-06
CREMA NOVI,200G,DOLCI,2026-06-02,2026-06-15
CREMA PISTACHIO BURRO ARACHIDI,200G,DOLCI,2025-04-22,2025-05-05
"CREMA SPALMABILE 30% CIOCCOLATO GIANDUJA, LA FONDENTE",350G,DOLCI,2025-02-25,2025-03-10
CREMA SPALMABILE WITOR'S,320G,DOLCI,2023-12-19,2023-12-31
CREMA SPALMABILE WITOR'S GIANDUJA FONDENTE,360G,DOLCI,2024-11-05,2024-11-18
CREME SPALMABILI,200G,DOLCI,2025-11-04,2025-11-17
CRISPY WYRTOR,N/D,DOLCI,2024-12-17,2024-12-31
CROSTATA CASALINGA,300G,DOLCI,2024-04-02,2024-04-15
CROSTATINA,240G,DOLCI,2024-10-22,2024-11-04
CROSTATINA CILIEGIA ALBICOCCA,240G,DOLCI,2025-01-03,2025-01-13
CROSTATINA CILIEGIA ALBICOCCA CACO,240G,DOLCI,2026-01-02,2026-01-12
CRÈME CARAMEL MILK,100G,DOLCI,2025-11-04,2025-11-17
CRÈME DESSERT,150G,DOLCI,2024-11-19,2024-12-02
CRÈME DESSERT STUFFER,150G,DOLCI,2025-11-18,2025-12-01
CRÊPES,60GX5,DOLCI,2025-10-21,2025-11-03
CRÊPES STUFFER,60G,DOLCI,2026-01-13,2026-01-26
CUORI DI CIOBAR,250G,DOLCI,2026-01-27,2026-02-09
"DANETTE DANONE CIOCCOLATO, VANIGLIA",125GX8,DOLCI,2024-01-02,2024-01-15
DESSERT BUDINO AL CIOCCOLATO VEG MÜLLER,150G,DOLCI,2025-05-20,2025-06-02
DESSERT BUDINO VEG FÜLLER,150G,DOLCI,2024-07-30,2024-08-12
DESSERT CHOCO ESPRESSO,60G,DOLCI,2025-10-21,2025-11-03
DESSERT LATTE E FRUTTA,50GX6,DOLCI,2026-06-02,2026-06-15
DESSERT MERINGATA PROTBIOTICO AL CACAUO E SALSA AL CIOCCOLATO TRUMECS,70G,DOLCI,2026-01-02,2026-01-12
DESSERT PROFITEROLES AL CACAU MERINGA,25G,DOLCI,2025-07-15,2025-07-28
DESSERT PROIOTTERAS,N/D,DOLCI,2025-09-09,2025-09-22
DESSERT VEG MÜLLER,150G,DOLCI,2025-03-25,2025-04-07
DISCOCIOK,288G,DOLCI,2025-07-29,2025-08-11
DOLCE AGNELLO CLASSICO,750G,DOLCI,2025-03-25,2025-04-07
DOLCE DESSERT BALOCCO,800G,DOLCI,2025-03-25,2025-04-07
DOLCE PASQUA,N/D,DOLCI,2026-03-24,2026-04-06
DOLCE PASQUA (COLOMBA/UOVO/OVETTI/GELATINE),N/D,DOLCI,2025-04-08,2025-04-21
DOLCI AUGURI,N/D,DOLCI,2025-12-02,2025-12-15
DOLCI CONFEZIONATI,80GX2,DOLCI,2024-05-07,2024-05-20
DOLCI DELIFRENCE,250G,DOLCI,2025-09-09,2025-09-22
DOLCI DI ARLECCHINO,100G,DOLCI,2026-01-27,2026-02-09
DOLCI DI CARNEVALE,200G,DOLCI,2026-01-27,2026-02-09
DOLCI DI HALLOWEEN DOLFIN,N/D,DOLCI,2025-10-21,2025-11-03
DOLCI DOLFIN,N/D,DOLCI,2024-10-08,2024-10-21
DOLCI FIAMME AL COCCO,250G,DOLCI,2026-06-02,2026-06-15
DOLCI HALLOWEEN LA SUISSA,80G,DOLCI,2025-10-21,2025-11-03
DOLCI LEMON BITES BROWNIE BITES,300G,DOLCI,2025-08-12,2025-08-25
DOLCI MELODY,100G,DOLCI,2025-11-04,2025-11-17
"DOLCI MINI PAINS AU CHOCOLAT, MINI CROISSANT",250G,DOLCI,2025-02-11,2025-02-24
DOLCI PRETI CANESTRELLI,150G,DOLCI,2025-04-22,2025-05-05
DOLCI PRONTI,N/D,DOLCI,2026-03-24,2026-04-06
DOLCI PRONTI PROFILEROLES/TIRAMISU,N/D,DOLCI,2024-03-19,2024-04-01
"DOLCI PRONTI PROFITEROLES,TIRAMISÙ",80GX2,DOLCI,2025-10-07,2025-10-20
DOLCI PRONTI TIRAMISÙ PROFITEROLES,80G,DOLCI,2026-05-05,2026-05-18
DOLCI TRE MARIE,N/D,DOLCI,2025-10-21,2025-11-03
DOLCI WAPPY HALLOWEEN GECCHELE,250G,DOLCI,2024-10-08,2024-10-21
DOLCI ZAINI CARAMELLINI E CIOCOCOLATINI HALLOWEEN,225G,DOLCI,2024-10-08,2024-10-21
DRIP DROP PEPPERMINT,50G,DOLCI,2026-06-02,2026-06-15
FERRERO ROCHER,200G,DOLCI,2025-12-02,2025-12-15
FETTA ALLA FRUTTA,25X4G,DOLCI,2026-05-19,2026-06-01
FETTINE BON FETTE,400G,DOLCI,2026-06-02,2026-06-15
FIESTA FERRERO,360G,DOLCI,2024-10-22,2024-11-04
FIOCCHI DI AVENA INTEGRALE,500G,DOLCI,2026-04-07,2026-04-20
FIOR DI FRAGOLA ALGIDA,306G,DOLCI,2024-07-16,2024-07-29
FIOR DI FRUTTA BIO RIGONI DI ASIAGO,260G,DOLCI,2025-04-22,2025-05-05
FIOR DI NOCCIOLA,400G,DOLCI,2024-04-02,2024-04-15
"FIORI DI NOCCIOLA CREMA BICOLORE, CACAO",400G,DOLCI,2024-09-24,2024-10-07
FITNESS NESTLÉ,375G,DOLCI,2025-05-06,2025-05-19
FLETCAKE MULINO BIANCO CLASSICO,650G,DOLCI,2025-10-07,2025-10-20
FONDENTE NOVO,N/D,DOLCI,2025-02-11,2025-02-24
FROLLINI,300G,DOLCI,2025-04-22,2025-05-05
FROLLINI COLUSSI,273G,DOLCI,2026-05-19,2026-06-01
FROLLINI DEL PICCOLO MUGNAIO MULINO BIANCO,300G,DOLCI,2025-04-22,2025-05-05
FROLLINI DIVERSI TIPI,300G,DOLCI,2026-04-21,2026-05-04
FROLLINI FRANDOLA DIVERSI TIPI,300G,DOLCI,2024-05-07,2024-05-20
FROLLINI GRAN DISPENSA COLUSSI,568G,DOLCI,2026-02-10,2026-02-23
